Classificação (FioCruz),Sentença,Resposta
Outros,Porque culpam ou evitam pessoas e grupos devido ao COVID-19 (Estigmatização)?,"As pessoas podem estar preocupadas com amigos e familiares que vivem ou visitam áreas afetadas pelo COVID-19. O medo e a ansiedade podem levar ao estigma social, por exemplo, em relação a chineses ou outros asiáticos, ou a pessoas em quarentena. O estigma refere-se à discriminação em relação a um grupo de pessoas, um lugar ou uma nação. Este está associado à falta de conhecimento sobre o modo de transmissão da COVID-19, à necessidade de atribuir culpa, ao medo da doença e da possível morte e aos boatos e mitos disseminados. O estigma provoca sofrimento, aumentando o medo ou a raiva em relação a pessoas comuns, em vez de haver um foco na doença que está a causar o problema."
Outros,Como é que as pessoas podem ajudar a acabar com o estigma relacionado com o COVID-19?,"As pessoas podem combater o estigma e ajudar outras pessoas, fornecendo-lhes suporte social. O combate ao estigma pode ser feito através da aprendizagem e da partilha de factos sobre o COVID-19. Deve comunicar-se o facto de que os vírus não têm como alvos grupos raciais ou étnicos específicos, bem como o modo de transmissão do COVID-19."
Gestação e amamentação/ Prevenção,"As mulheres grávidas são mais suscetíveis à infeção ou têm maior risco de doenças graves, morbidade ou mortalidade com o COVID-19, em comparação com o público em geral?","Nos trabalhos científicos publicados, não existe informação sobre a suscetibilidade de mulheres grávidas ao COVID-19. As grávidas sofrem alterações imunológicas e fisiológicas que as podem tornar mais suscetíveis a infeções respiratórias virais, incluindo o COVID-19. Durante a gravidez, as mulheres também podem estar em risco de doença grave, morbilidade ou mortalidade em comparação com a população em geral, como observado em casos de outras infeções relacionadas com coronavírus [incluindo coronavírus da síndrome respiratória aguda grave (SARS-CoV) e coronavírus da síndrome respiratória do Médio Oriente (MERS- CoV)] e outras infeções respiratórias virais, como a gripe (influenza).As mulheres grávidas devem empenhar-se em ações preventivas habituais para evitar infeções, tais como lavar as mãos frequentemente e evitar as pessoas doentes, ou casos suspeitos que estejam sob vigilância. Devem respeitar a distância recomendada entre pessoas próximas (1 metro)."
Gestação e amamentação/ Prevenção,As mulheres grávidas com COVID-19 têm risco aumentado de desfecho adverso na gravidez?,"Não temos informações sobre resultados adversos da gravidez em mulheres grávidas com COVID-19. Foi observada perda gestacional, incluindo aborto espontâneo e nado-morto, em casos de infeção por outros coronavírus [SARS-CoV e MERS-CoV] durante a gravidez. Sabe-se que a febre alta durante o primeiro trimestre da gravidez pode aumentar o risco de certos defeitos congénitos."
Gestação e amamentação/ Prevenção/ Transmissão,As profissionais de saúde grávidas correm maior risco de resultados adversos se cuidarem de pacientes com COVID-19?,"As profissionais de saúde grávidas devem seguir as diretivas de avaliação de risco e controlo de infeção destinadas a profissionais de saúde expostos a pacientes com suspeita ou confirmação de COVID-19. A adesão às práticas recomendadas de prevenção e controle de infeção é uma parte importante da proteção de todos os profissionais de saúde em ambientes de saúde. As informações sobre COVID-19 na gravidez são muito limitadas; os serviços podem querer considerar a limitação da exposição da profissional de saúde grávida a pacientes com COVID-19 (confirmado ou suspeito), especialmente durante a execução de procedimentos de maior risco (por exemplo, procedimentos que geram a produção de partículas de aerossóis), se possível, com base na disponibilidade de pessoal."
Gestação e amamentação/ Prevenção/ Transmissão,"As mulheres grávidas com COVID-19 podem transmitir o vírus ao feto ou ao recém-nascido (isto é, transmissão vertical)?","Pensa-se que o vírus que causa o COVID-19 se espalha principalmente por contato próximo com uma pessoa infetada através de gotículas respiratórias. Ainda não se sabe se uma mulher grávida com COVID-19 pode transmitir o vírus que causa o COVID-19 ao feto ou ao recém-nascido por outras vias de transmissão vertical (antes, durante ou após o parto). No entanto, em séries limitadas de casos recentes de bebés nascidos de mães com COVID-19 publicados na literatura revista por pares, existem descritos dois casos com resultados positivos para a infeção por COVID-19, um recém-nascido nas primeiras 30h e o segundo nas 48 h, mas não é certo qual a via de contágio. Em estudos retrospetivos de uma série pequena de casos, o vírus não foi detetado em amostras de líquido amniótico, sangue do cordão ou leite materno. É limitada a informação disponível sobre a transmissão vertical relativamente a outros coronavírus (MERS-CoV e SARS-CoV), mas a transmissão vertical não foi relatada para essas infeções."
Gestação e amamentação/ Prevenção/ Transmissão,As crianças nascidas de mães infetadas com COVID-19 durante a gravidez correm maior risco de terem complicações?,"Com base num número limitado de casos reportados, foram observadas complicações em crianças (por exemplo, parto prematuro) em bebés nascidos de mães infetadas com COVID-19 durante a gravidez. No entanto, não é claro que essas complicações estejam relacionadas com a infeção materna e, neste momento, o risco de complicações nas crianças não é conhecido. Tendo em conta que os dados disponíveis relativamente ao COVID-19 durante a gravidez são limitados, o conhecimentos das complicações relacionadas com outras infeções respiratórias virais podem fornecer algumas informações. Por exemplo, outras infeções virais respiratórias que ocorrem durante a gravidez, como a gripe, têm sido associadas a complicações neonatais, incluindo baixo peso ao nascer e prematuridade. Além disso, ter uma constipação ou gripe com febre alta no início da gravidez pode aumentar o risco de certas malformações congénitas. Mulheres com outras infeções por coronavírus, SARS-CoV e MERS-CoV, durante a gravidez, têm tido bebés prematuros e/ou pequenos para a idade gestacional."
Gestação e amamentação/ Tratamento,Qual é o risco de que a existência do COVID-19 numa mulher grávida ou num recém-nascido possa ter efeitos a longo prazo na saúde e no desenvolvimento infantil que venham a requerer apoio clínico para além da infância?,"No momento, não há informações sobre os efeitos a longo prazo na saúde nem para bebés com COVID-19 nem para os que estiveram expostos no útero ao COVID-19. Em geral, a prematuridade e o baixo peso ao nascer estão associados a complicações de saúde a longo prazo."
Gestação e amamentação,A doença materna com COVID-19 durante o período de aleitamento materno está associada a um risco potencial para uma criança que é amamentada?,"A transmissão de pessoa a pessoa por contato próximo com uma pessoa com COVID-19 confirmado ocorre principalmente através de gotículas respiratórias produzidas quando uma pessoa com infeção tosse ou espirra. Em séries limitadas de casos relatados até ao momento, não foi encontrada evidência de vírus no leite materno de mulheres com COVID-19. Não há informação disponível sobre a transmissão do vírus que causa o COVID-19 através do leite materno (isto é, se o vírus infecioso está presente no leite materno de uma mulher infetada).Em relatos limitados de mulheres lactantes infetadas com SARS-CoV, o vírus não foi detetado no leite; no entanto, foram detetados em pelo menos uma amostra de anticorpos contra SARS-CoV. "
Outros,Já houve algum surto com Coronavírus em anos anteriores?,Sim. Em anos anteriores foram identificados alguns coronavírus que provocaram surtos e infeções respiratórias graves em humanos. Exemplos disto foram:• entre 2002 e 2003 a síndrome respiratória aguda grave (infeção provocada pelo coronavírus SARS-CoV);• em 2012 a síndrome respiratória do Médio Oriente (infeção provocada pelo coronavírus MERS-CoV).
Diagnóstico/ Complicações,Quais os sinais e sintomas associados à COVID-19?,"Os sinais e sintomas da COVID-19 variam em gravidade, desde a ausência de sintomas (sendo assintomáticos) até febre (temperatura ≥ 38.0ºC), tosse, dor de garganta, cansaço e dores musculares e, nos casos mais graves, pneumonia grave, síndrome respiratória aguda grave, septicémia, choque sético e eventual morte.Os dados mostram que o agravamento da situação clínica pode ocorrer rapidamente, geralmente durante a segunda semana da doença.Recentemente, foi também verificada anosmia (perda do olfato) e em alguns casos a perda do paladar, como sintoma da COVID-19. Existem evidências da Coreia do Sul, China e Itália de que doentes com COVID-19 desenvolveram perda parcial ou total do olfato, em alguns casos na ausência de outros sintomas.Os sintomas de COVID-19 são diferentes nas crianças e nos adultos?Não. Os sintomas de COVID-19 são semelhantes nas crianças e nos adultos. As crianças mostram, de uma forma geral, sintomas mais ligeiros e parecem registar, em proporção, menos casos de doença. Os sintomas relatados em crianças são inicialmente idênticos às constipações, como febre, corrimento nasal e tosse. Nalguns casos, foram também reportados vómitos e diarreia. Ainda não se sabe se algumas crianças podem estar em maior risco de doenças graves, por exemplo, crianças com condições médicas subjacentes e necessidades especiais de cuidados de saúde. Há muito mais a aprender sobre como a doença afeta as crianças e estão em curso investigações nesse sentido.As pessoas que têm a doença ficam imunes?De acordo com a evidência científica disponível à data, ainda não é possível confirmar se as pessoas infetadas com o SARS-CoV-2 desenvolvem imunidade protetora. O organismo humano pode ir ganhando anticorpos após a infeção e desenvolvimento da doença.A COVID-19 é o mesmo que gripe?Não. Embora os vírus que causam a COVID-19 e a gripe sejam transmitidos de pessoa para pessoa e possam causar sintomas semelhantes, os dois vírus são muito diferentes e não se comportam da mesma maneira.A doença COVID-19 é causada por um novo vírus que se designa SARS-CoV-2 e a gripe é causada pelo vírus influenza que circula na população há muitas centenas de anos. Ao contrário da gripe, para a COVID-19 a população mundial não apresenta qualquer tipo de anticorpos protetores ou imunidade. Desta forma, toda a população é suscetível à doença. Enquanto que para a gripe existe uma vacina e antivirais específicos para o tratamento, para a COVID-19 ainda se encontram em desenvolvimento.Qual a diferença entre epidemia e pandemia?Uma epidemia corresponde ao aumento considerável do número de casos de determinada doença, em várias regiões ou países, num determinado período de tempo.Uma pandemia é a disseminação mundial de uma doença, que se espalhou por diferentes continentes, afetando geralmente um grande número de pessoas, com transmissão sustentada e na comunidade. Na maioria das vezes está associada a uma grande disrupção social e coloca sobre enorme pressão os serviços de saúde a nível global."
