,perguntas,respostas,,,
227,onde e possivel consultar numeros de casos suspeitos e confirmados na bahia?,Nos canais oficiais da Secretaria da Saúde do Estado da Bahia. Não divulgue conteúdos que não tenham sido produzidos por fontes confiáveis. Evite a disseminação de fake news. Sites indicados:www.saude.ba.gov.br,Facebook: @saudegovba,Twitter: @saudegovba,Instagram: @saudegovba
228,quantos laboratorios publicos fazem o exame de deteccao na bahia?,"O diagnóstico de infecções virais pode ser realizado por inúmeros laboratórios, públicos ou privados. Porém, em questões de saúde pública, como ocorre com a Covid-19, é preciso que os exames sejam realizados pelos Laboratórios Centrais (LACENs) definidos pelo Ministério da Saúde. Na Bahia, a referência é o Laboratório Central de Saúde Pública da Bahia, que tem expertise, capacidade técnica e recursos suficientes para fazer as análises de casos suspeitos no Estado.",,,
229,quais serao os hospitais de referencia?,"A rede estadual de saúde está preparada e organizada para receber os casos. A população deve procurar o serviço de saúde mais próximo de sua residência, caso tenha os sintomas da doença. Cabe ao médico dessa unidade avaliar e definir se é necessário encaminhar a um hospital de maior complexidade, que seja referência para atender os casos graves. Os locais de primeiro atendimento, assim como os hospitais de referência para o tratamento de casos graves estão listados no Plano de Contingência.",,,
230,o que uma pessoa com sintomas deve fazer?,"Procurar o serviço de saúde mais próximo de sua residência, como um Pronto Atendimento, para análise inicial. Se o quadro for compatível com a definição de caso, esse serviço de saúde deverá seguir o fluxo estabelecido pela Secretaria da Saúde do Estado.",,,
231,casos suspeitos tem sido mantidos em isolamento domiciliar. o que isso significa?,"O isolamento familiar é uma conduta prevista pelo Ministério da Saúde e que pode ser indicada pelo médico, a depender da condição clínica do paciente. Consiste basicamente em manter a restrição de contatos com pessoas e ambientes externos, para evitar a circulação do vírus.",,,
232,"no isolamento domiciliar, quais cuidados o paciente deve ter?","Nessa condição, o paciente deve ser mantido em casa, recebendo cuidados como hidratação e repouso. Os familiares devem tomar as precauções já indicadas, como evitar compartilhamento de objetos pessoais, contatos com secreção do paciente e higienização constante das mãos e do ambiente.",,,
233,"diante da confirmacao dos primeiros casos na bahia, quais providencias a sesab tomou?","A Secretaria da Saúde do Estado mantém o monitoramento e a vigilância do cenário local e acompanha os cenários nacional e internacional, com interlocução com todos os órgãos de saúde envolvidos. Eventuais mudanças podem ser realizadas com base em critérios técnicos e definições da OMS e do Ministério.",,,
234,o que as pessoas que tiveram contato com pacientes suspeitos devem fazer?,"Valem as dicas básicas de cuidados de prevenção e prestar atenção em eventuais sinais ou sintomas. Caso aconteça, é fundamental procurar um serviço de saúde.",,,
235,havera medida de restricao ou bloqueio a pessoas com sintomas vindas de outros paises?,Qualquer decisão envolvendo fluxo internacional depende das autoridades federais.,,,
236,existe alguma medida de monitoramento de temperatura de pessoas vindas da china ou de outro pais com registro do covid-19?,"Segundo o Ministério da Saúde, não há impacto efetivo em fazer a medida da temperatura na entrada no país, até porque as pessoas podem chegar ao Brasil sem sintomas. O foco é instruir o sistema de saúde, público ou privado, para identificar prontamente os pacientes que podem se enquadrar em casos suspeitos. A Anvisa está trabalhando com a orientação de passageiros e pacientes para a busca por serviços de saúde diante de qualquer suspeita.",,,
237,"o surgimento do virus no china e associado a mercados abertos com comercio de animais. existe alguma restricao para as feiras livres, por exemplo?","Orientações sobre o funcionamento das Feiras Livres nos municípios podem ser obtidas na Nota Técnica COE Saúde e SEAGRI nº 34. A recomendação é que as pessoas prezem pela higiene pessoal e dos alimentos que vão consumir e preparar, como sempre.",,,
238,ha restricoes para comprar mercadorias vindas de paises com casos confirmados da doenca?,"Por enquanto, não há indícios ou evidências de que seja necessária evitar a importação de produtos.",,,
239,qual e a orientacao do estado da bahia para quem tem viagens marcadas para paises com registro da doenca?,"O Ministério da Saúde orienta que viagens para a China ou países com transmissão do vírus sejam realizadas apenas em casos de extrema necessidade. Essa recomendação vale até que o quadro todo esteja bem definido. Como o cenário internacional do coronavírus é dinâmico, o Ministério está atualizando as áreas com transmissão local de acordo com as informações da Organização Mundial da Saúde (OMS).",,,
240,quais as medidas adotadas com pessoas que chegam em portos e aeroportos da bahia vindas de paises com registros da doenca?,"A atuação em portos e aeroportos é responsabilidade da Anvisa, que está trabalhando de forma integrada com a Secretaria. Um paciente detectado com sintomas antes do desembarque será abordado pela Anvisa, que aciona o serviço médico desses locais e a vigilância para que a equipe avalie o paciente ainda a bordo. Os aeroportos estão veiculando mensagens em mandarim, inglês e português com orientações sobre sintomas e medidas para evitar a transmissão. A Saúde estadual continuará orientando os profissionais de saúde para que estejam atentos a possíveis casos suspeitos, sigam os protocolos estabelecidos para manejo de pacientes, notificação de casos, diagnóstico e tratamento, e especialmente que reforcem as orientações à população sobre as medidas de prevenção.",,,
241,qual (is) remedio(s) a pessoa com covid-19 deve tomar?,"Não existe remédio específico. O tratamento é baseado no quadro clínico da pessoa. É indicado repouso e consumo de bastante água, além de algumas medidas adotadas para aliviar os sintomas, conforme cada caso, como, por exemplo, uso de medicamento para dor e febre (antitérmicos e analgésicos), uso de umidificador no quarto ou tomar banho quente para auxiliar no alívio da dor de garganta e tosse. ",,,
242,qual o tratamento indicado para uma pessoa com covid-19?,"Não existe tratamento específico e a orientação médica é baseada no quadro clínico da pessoa. É indicado repouso e consumo de bastante água, além de algumas medidas adotadas para aliviar os sintomas, conforme cada caso, como, por exemplo, uso de medicamento para dor e febre (antitérmicos e analgésicos), uso de umidificador no quarto ou tomar banho quente para auxiliar no alívio da dor de garganta e tosse. Assim que os primeiros sintomas surgirem, é fundamental procurar ajuda médica imediata para que profissionais indiquem o que é apropriado para cada caso. Quadros mais graves podem requerer internação hospitalar. ",,,
243,quanto tempo dura a recuperacao de uma pessoa com covid-19?,"No momento, para os casos mais leves com recomendação de isolamento domiciliar, considera-se o período de 14 dias para monitoramento dos sintomas. Depois disso, se os sintomas respiratórios e febre acabarem, a pessoa pode voltar à rotina normal. ",,,
244,como a pessoa com covid-19 sabe que esta curada?,"No momento, para os casos mais leves, com recomendação de isolamento domiciliar, é necessário permanecer sob monitoramento por no mínimo sete dias, e permanecer isolado até que os sintomas acabem, para evitar a transmissão. Depois disso, pode voltar à rotina. ",,,
245,"onde e possivel consultar numeros de casos suspeitos e confirmados em sp, brasil e mundo?","Nos canais oficiais da Secretaria de Estado da Saúde de São Paulo, do Ministério da Saúde e da Organização Mundial da Saúde (OMS). Não divulgue conteúdos que não tenham sido produzidos por fontes confiáveis. Evite a disseminação de fake news. Sites indicados: saopaulo.sp.gov.br/coronavirus www.saude.sp.gov.br Facebook: www.facebook.com/spsaude Twitter: twitter.com/spsaude_ Instagram: www.instagram.com/saude_sp Outras informações: www.saude.sp.gov.br/coordenadoria-de-controle-de-doencas www.saude.gov.br/saude-de-a-z/novocoronavirus https://www.who.int/emergencies/diseases/novel-coronavirus-2019/situation-reports (em inglês) ",,,
246,quantos laboratorios publicos fazem o exame de deteccao em sao paulo?,"O diagnóstico de infecções virais pode ser realizado por inúmeros laboratórios, públicos ou privados. Porém, em questões de saúde pública, como ocorre com o COVID-19, é preciso que os exames sejam realizados pelos Laboratórios Centrais (LACENs) definidos pelo Ministério da Saúde. Em São Paulo, a referência é o Instituto Adolfo Lutz, que tem expertise, capacidade técnica e recursos suficientes para fazer as análises de casos suspeitos no Estado. São Paulo conta com a Plataforma de Laboratórios que integra mais de 30 serviços habilitados para analisar as amostras. ",,,
247,os exames tambem podem ser feitos por laboratorios privados?,"Sim. Conforme definido pelo Ministério da Saúde, todos os laboratórios públicos ou privados que identificarem casos confirmados pela primeira vez, adotando o exame específico para SARS-CoV2 (RT-PCR, pelo protocolo Charité), devem passar por validação de um dos três laboratórios de referência nacional: Fundação Oswaldo Cruz (Fiocruz/RJ), Instituto Evandro Chagas da Secretaria de Vigilância em Saúde (IEC/SVS) no Estado do Pará, e Instituto Adolfo Lutz da Secretaria de Saúde do Estado de São Paulo. Após a validação da qualidade, o laboratório passará a ser considerado parte da Rede Nacional de Alerta e Resposta às Emergências em Saúde Pública, para investigação do coronavírus. ",,,
