pergunta,resposta
como nos protegemos?,"a melhor maneira de prevenir a doença é evitar a exposição ao vírus. , fique a pelo menos 2 metros de distância de outras pessoas e lave as mãos com frequência. , limpe regularmente e cuidadosamente as mãos com um produto à base de álcool ou lave-as com água e sabão. mantenha pelo menos 3 pés de distância entre você e qualquer pessoa que esteja tossindo ou espirrando."
como você está evitando ganhar o covid-19?,"a melhor maneira de prevenir a doença é evitar a exposição ao vírus. , fique a pelo menos 2 metros de distância de outras pessoas e lave as mãos com frequência. , limpe regularmente e cuidadosamente as mãos com um produto à base de álcool ou lave-as com água e sabão. mantenha pelo menos 3 pés de distância entre você e qualquer pessoa que esteja tossindo ou espirrando."
que conselho devemos seguir contra covid-19?,"a melhor maneira de prevenir a doença é evitar a exposição ao vírus. , fique a pelo menos 2 metros de distância de outras pessoas e lave as mãos com frequência. , limpe regularmente e cuidadosamente as mãos com um produto à base de álcool ou lave-as com água e sabão. mantenha pelo menos 3 pés de distância entre você e qualquer pessoa que esteja tossindo ou espirrando."
existe uma maneira de não obter covid-19?,"a melhor maneira de prevenir a doença é evitar a exposição ao vírus. , fique a pelo menos 2 metros de distância de outras pessoas e lave as mãos com frequência. , limpe regularmente e cuidadosamente as mãos com um produto à base de álcool ou lave-as com água e sabão. mantenha pelo menos 3 pés de distância entre você e qualquer pessoa que esteja tossindo ou espirrando."
como covid-19 é evitado?,"a melhor maneira de prevenir a doença é evitar a exposição ao vírus. , fique a pelo menos 2 metros de distância de outras pessoas e lave as mãos com frequência. , limpe regularmente e cuidadosamente as mãos com um produto à base de álcool ou lave-as com água e sabão. mantenha pelo menos 3 pés de distância entre você e qualquer pessoa que esteja tossindo ou espirrando."
que alternativas eu tenho se não houver desinfetantes para as mãos disponíveis?,"se não houver desinfetantes para as mãos, lavar as mãos com água e sabão é a alternativa recomendada e ainda melhor. , lavar as mãos é uma das melhores maneiras de proteger você e sua família contra doenças. se água e sabão não estiverem prontamente disponíveis, use um desinfetante para as mãos à base de álcool com pelo menos 60% de álcool., a eficácia desses métodos de desinfecção contra o vírus que causa cobiça não é conhecida., se as superfícies estiverem sujas, limpe-as com detergente ou sabão e água antes da desinfecção. para desinfetar, a maioria dos desinfetantes domésticos registrados epa funciona. Vejo"
devo usar água e sabão ou um desinfetante para as mãos para me proteger contra covid-19?,"se não houver desinfetantes para as mãos, lavar as mãos com água e sabão é a alternativa recomendada e ainda melhor. , lavar as mãos é uma das melhores maneiras de proteger você e sua família contra doenças. se água e sabão não estiverem prontamente disponíveis, use um desinfetante para as mãos à base de álcool com pelo menos 60% de álcool., a eficácia desses métodos de desinfecção contra o vírus que causa cobiça não é conhecida., se as superfícies estiverem sujas, limpe-as com detergente ou sabão e água antes da desinfecção. para desinfetar, a maioria dos desinfetantes domésticos registrados epa funciona. Vejo"
Qual a eficácia dos métodos alternativos de desinfecção?,"se não houver desinfetantes para as mãos, lavar as mãos com água e sabão é a alternativa recomendada e ainda melhor. , lavar as mãos é uma das melhores maneiras de proteger você e sua família contra doenças. se água e sabão não estiverem prontamente disponíveis, use um desinfetante para as mãos à base de álcool com pelo menos 60% de álcool., a eficácia desses métodos de desinfecção contra o vírus que causa cobiça não é conhecida., se as superfícies estiverem sujas, limpe-as com detergente ou sabão e água antes da desinfecção. para desinfetar, a maioria dos desinfetantes domésticos registrados epa funciona. Vejo"
que produtos de limpeza devo usar para me proteger contra covid-19?,"se não houver desinfetantes para as mãos, lavar as mãos com água e sabão é a alternativa recomendada e ainda melhor. , lavar as mãos é uma das melhores maneiras de proteger você e sua família contra doenças. se água e sabão não estiverem prontamente disponíveis, use um desinfetante para as mãos à base de álcool com pelo menos 60% de álcool., a eficácia desses métodos de desinfecção contra o vírus que causa cobiça não é conhecida., se as superfícies estiverem sujas, limpe-as com detergente ou sabão e água antes da desinfecção. para desinfetar, a maioria dos desinfetantes domésticos registrados epa funciona. Vejo"
o álcool mata covid-19?,"se não houver desinfetantes para as mãos, lavar as mãos com água e sabão é a alternativa recomendada e ainda melhor. , lavar as mãos é uma das melhores maneiras de proteger você e sua família contra doenças. se água e sabão não estiverem prontamente disponíveis, use um desinfetante para as mãos à base de álcool com pelo menos 60% de álcool., a eficácia desses métodos de desinfecção contra o vírus que causa cobiça não é conhecida., se as superfícies estiverem sujas, limpe-as com detergente ou sabão e água antes da desinfecção. para desinfetar, a maioria dos desinfetantes domésticos registrados epa funciona. Vejo"
posso matar covid-19 sem desinfetante para as mãos?,"se não houver desinfetantes para as mãos, lavar as mãos com água e sabão é a alternativa recomendada e ainda melhor. , lavar as mãos é uma das melhores maneiras de proteger você e sua família contra doenças. se água e sabão não estiverem prontamente disponíveis, use um desinfetante para as mãos à base de álcool com pelo menos 60% de álcool., a eficácia desses métodos de desinfecção contra o vírus que causa cobiça não é conhecida., se as superfícies estiverem sujas, limpe-as com detergente ou sabão e água antes da desinfecção. para desinfetar, a maioria dos desinfetantes domésticos registrados epa funciona. Vejo"
é possível desinfetar superfícies com métodos alternativos de desinfecção?,"se não houver desinfetantes para as mãos, lavar as mãos com água e sabão é a alternativa recomendada e ainda melhor. , lavar as mãos é uma das melhores maneiras de proteger você e sua família contra doenças. se água e sabão não estiverem prontamente disponíveis, use um desinfetante para as mãos à base de álcool com pelo menos 60% de álcool., a eficácia desses métodos de desinfecção contra o vírus que causa cobiça não é conhecida., se as superfícies estiverem sujas, limpe-as com detergente ou sabão e água antes da desinfecção. para desinfetar, a maioria dos desinfetantes domésticos registrados epa funciona. Vejo"
existe uma maneira de matar covid-19 sem desinfetante para as mãos?,"se não houver desinfetantes para as mãos, lavar as mãos com água e sabão é a alternativa recomendada e ainda melhor. , lavar as mãos é uma das melhores maneiras de proteger você e sua família contra doenças. se água e sabão não estiverem prontamente disponíveis, use um desinfetante para as mãos à base de álcool com pelo menos 60% de álcool., a eficácia desses métodos de desinfecção contra o vírus que causa cobiça não é conhecida., se as superfícies estiverem sujas, limpe-as com detergente ou sabão e água antes da desinfecção. para desinfetar, a maioria dos desinfetantes domésticos registrados epa funciona. Vejo"
como faço para desinfetar se não tenho desinfetante para as mãos?,"se não houver desinfetantes para as mãos, lavar as mãos com água e sabão é a alternativa recomendada e ainda melhor. , lavar as mãos é uma das melhores maneiras de proteger você e sua família contra doenças. se água e sabão não estiverem prontamente disponíveis, use um desinfetante para as mãos à base de álcool com pelo menos 60% de álcool., a eficácia desses métodos de desinfecção contra o vírus que causa cobiça não é conhecida., se as superfícies estiverem sujas, limpe-as com detergente ou sabão e água antes da desinfecção. para desinfetar, a maioria dos desinfetantes domésticos registrados epa funciona. Vejo"
